Assembly Accession	Assembly Name	Organism Name	Annotation Name	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Assembly BioProject Accession	Assembly BioSample Accession
GCF_021602465.1	ASM2160246v1	Pseudomonas urethralis	GCF_021602465.1-RS_2024_09_09	Contig	2021-11-22		PRJDB10089	SAMD00422635
GCF_014268815.2	ASM1426881v2	Pseudomonas urmiensis	GCF_014268815.2-RS_2024_07_22	Contig	2021-07-06		PRJNA639797	SAMN15248331
GCF_021271205.1	ASM2127120v1	Pseudomonas uvaldensis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-22		PRJNA765713	SAMN21582561
GCF_900105825.1	IMG-taxon 2667527228 annotated assembly	Pseudomonas vancouverensis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2016-10-21	1.0	PRJEB16464	SAMN05216558
GCF_014268755.2	ASM1426875v2	Pseudomonas vanderleydeniana	GCF_014268755.2-RS_2024_07_22	Complete Genome	2021-07-06	1.0	PRJNA639797	SAMN15248333
GCF_002028325.1	ASM202832v1	Pseudomonas veronii	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-15	1.0	PRJNA355625	SAMN06076152
GCF_035666255.1	ASM3566625v1	Pseudomonas veronii	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-16	3.0	PRJNA1062555	SAMN39301934
GCF_004919535.4	ASM491953v4	Pseudomonas veronii	GCF_004919535.4-RS_2024_03_31	Complete Genome	2020-03-18	2.0	PRJNA529862	SAMN11287943
GCF_021233455.1	ASM2123345v1	Pseudomonas veronii	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-12-20	4.0	PRJNA788353	SAMN23966549
GCF_030436055.1	ASM3043605v1	Pseudomonas veronii	GCF_030436055.1-RS_2024_07_13	Complete Genome	2023-07-12	1.0	PRJNA325248	SAMN36290030
GCF_903970695.1	ASM90397069v1	Pseudomonas veronii	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-08-05	1.0	PRJEB38236	SAMEA6819934
GCF_001294575.1	ASM129457v1	Pseudomonas versuta	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-09-18	1.0	PRJNA295629	SAMN04076495
GCF_044358235.1	ASM4435823v1	Pseudomonas versuta	GCF_044358235.1-RS_2024_11_05	Chromosome	2024-11-07	1.0	PRJNA668870	SAMN17917165
GCF_004786035.1	ASM478603v1	Pseudomonas viciae	GCF_004786035.1-RS_2024_03_28	Complete Genome	2019-04-12	2.0	PRJNA514417	SAMN10724295
GCF_026016265.1	ASM2601626v1	Pseudomonas viciae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-07	1.0	PRJNA779433	SAMN23037930
GCF_029906485.1	ASM2990648v1	Pseudomonas viciae	GCF_029906485.1-RS_2024_04_29	Complete Genome	2023-04-30	2.0	PRJNA954332	SAMN34139896
GCF_023072615.1	ASM2307261v1	Pseudomonas violetae	GCF_023072615.1-RS_2024_05_14	Scaffold	2022-04-20	92.0	PRJNA803254	SAMN25640640
GCF_900184295.1	Chr_1	Pseudomonas viridiflava	GCF_900184295.1-RS_2024_09_15	Complete Genome	2017-06-13	1.0	PRJEB20965	SAMEA104090973
GCF_023497985.1	ASM2349798v1	Pseudomonas viridiflava	GCF_023497985.1-RS_2024_05_25	Complete Genome	2022-05-18	2.0	PRJNA836746	SAMN28171611
GCF_025985525.1	ASM2598552v1	Pseudomonas viridiflava	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-03	1.0	PRJNA524303	SAMN11022115
GCF_018388545.1	ASM1838854v1	Pseudomonas viridiflava	GCF_018388545.1-RS_2024_04_27	Complete Genome	2021-05-17	1.0	PRJNA728054	SAMN19070009
GCF_019104085.1	ASM1910408v1	Pseudomonas viridiflava	GCF_019104085.1-RS_2024_07_26	Chromosome	2021-07-04	1.0	PRJNA728054	SAMN19813350
GCF_019104065.1	ASM1910406v1	Pseudomonas viridiflava	GCF_019104065.1-RS_2024_04_28	Chromosome	2021-07-04	1.0	PRJNA728054	SAMN19813352
GCF_019104045.1	ASM1910404v1	Pseudomonas viridiflava	GCF_019104045.1-RS_2024_04_28	Chromosome	2021-07-04	1.0	PRJNA728054	SAMN19813354
GCF_019104005.1	ASM1910400v1	Pseudomonas viridiflava	GCF_019104005.1-RS_2024_04_28	Chromosome	2021-07-04	1.0	PRJNA728054	SAMN19813351
GCF_019104025.1	ASM1910402v1	Pseudomonas viridiflava	GCF_019104025.1-RS_2024_04_28	Chromosome	2021-07-04	1.0	PRJNA728054	SAMN19813353
GCF_014269035.2	ASM1426903v2	Pseudomonas vlassakiae	GCF_014269035.2-RS_2024_07_22	Contig	2021-07-06		PRJNA639797	SAMN15248320
GCF_040438935.1	ASM4043893v1	Pseudomonas vranovensis	GCF_040438935.1-RS_2024_07_01	Complete Genome	2024-07-02	1.0	PRJNA1117819	SAMN41580858
GCF_900497695.1	PWADCCOS864	Pseudomonas wadenswilerensis	GCF_900497695.1-RS_2024_03_28	Contig	2018-08-01		PRJEB27830	SAMEA4796555
GCF_024749185.1	ASM2474918v1	Pseudomonas wadenswilerensis	GCF_024749185.1-RS_2024_03_29	Complete Genome	2022-08-26	1.0	PRJNA779451	SAMN23038779
GCF_016812185.1	ASM1681218v1	Pseudomonas weihenstephanensis	GCF_016812185.1-RS_2024_03_28	Contig	2021-02-07		PRJNA603661	SAMN13939942
GCF_021029445.1	ASM2102944v1	Pseudomonas wenzhouensis	GCF_021029445.1-RS_2024_03_28	Complete Genome	2021-12-03	1.0	PRJNA718717	SAMN18559493
GCF_030687395.1	ASM3068739v1	Pseudomonas wuhanensis	GCF_030687395.1-RS_2024_06_02	Complete Genome	2023-08-08	1.0	PRJNA847632	SAMN29204993
GCF_014268885.2	ASM1426888v2	Pseudomonas xantholysinigenes	GCF_014268885.2-RS_2024_07_22	Complete Genome	2021-07-06	1.0	PRJNA639797	SAMN15248328
GCF_019139835.1	ASM1913983v1	Pseudomonas xanthosomatis	GCF_019139835.1-RS_2024_07_22	Complete Genome	2021-07-06	1.0	PRJNA639797	SAMN19473672
GCF_041228775.1	ASM4122877v1	Pseudomonas xanthosomatis	GCF_041228775.1-RS_2024_08_14	Complete Genome	2024-08-14	1.0	PRJNA1090797	SAMN40574010
GCF_009763245.1	ASM976324v1	Pseudomonas xionganensis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-18	9.0	PRJNA589163	SAMN13268013
GCF_900105735.1	IMG-taxon 2667528168 annotated assembly	Pseudomonas yamanorum	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2016-10-21	1.0	PRJEB16453	SAMN05216237
GCF_036352095.1	ASM3635209v1	Pseudomonas yamanorum	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-04	1.0	PRJNA1067310	SAMN39523319
GCF_001612705.2	ASM161270v2	Pseudomonas yamanorum	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-04-05	1.0	PRJNA292571	SAMN03981702
GCF_009932725.1	ASM993272v1	Pseudomonas yangonensis	GCF_009932725.1-RS_2024_08_02	Contig	2020-01-17		PRJDB8321	SAMD00171901
GCF_014268745.2	ASM1426874v2	Pseudomonas zanjanensis	GCF_014268745.2-RS_2024_07_22	Contig	2021-07-06		PRJNA639797	SAMN15248334
GCF_014268485.2	ASM1426848v2	Pseudomonas zeae	GCF_014268485.2-RS_2024_07_22	Complete Genome	2021-07-06	1.0	PRJNA639797	SAMN15248348
GCF_024610595.1	ASM2461059v1	Pseudomonas zeae	GCF_024610595.1-RS_2024_08_24	Complete Genome	2022-08-10	1.0	PRJNA865085	SAMN30090602
GCF_900141925.1	IMG-taxon 2663762797 annotated assembly	Pseudomonas zeshuii	GCF_900141925.1-RS_2024_04_25	Scaffold	2016-12-03	33.0	PRJEB18301	SAMN05216295
GCF_036561965.2	ASM3656196v2	Raoultella lignicola	GCF_036561965.2-RS_2024_05_19	Contig	2024-04-15		PRJNA955701	SAMN34185980
GCF_030505655.1	ASM3050565v1	Raoultella ornithinolytica	GCF_030505655.1-RS_2024_06_23	Complete Genome	2023-07-19	3.0	PRJNA994075	SAMN36415118
GCF_025349945.1	ASM2534994v1	Raoultella ornithinolytica	GCF_025349945.1-RS_2024_10_13	Complete Genome	2022-09-21	17.0	PRJNA877288	SAMN30696136
GCF_036786065.1	ASM3678606v1	Raoultella ornithinolytica	GCF_036786065.1-RS_2024_04_05	Complete Genome	2024-04-05	7.0	PRJNA411762	SAMN22837213
GCF_041725755.1	ASM4172575v1	Raoultella ornithinolytica	GCF_041725755.1-RS_2024_09_04	Complete Genome	2024-09-04	4.0	PRJNA554399	SAMN43359352
GCF_010365445.1	ASM1036544v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-02-09	10.0	PRJNA604100	SAMN13951919
GCF_030717685.1	ASM3071768v1	Raoultella ornithinolytica	GCF_030717685.1-RS_2024_08_14	Complete Genome	2023-08-13	1.0	PRJNA1000043	SAMN36757208
GCF_022354265.1	ASM2235426v1	Raoultella ornithinolytica	GCF_022354265.1-RS_2024_03_29	Complete Genome	2022-02-22	3.0	PRJNA603241	SAMN13925531
GCF_019973635.1	ASM1997363v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-08-14	5.0	PRJDB10427	SAMD00396920
GCF_014170855.1	ASM1417085v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-21	15.0	PRJDB6962	SAMD00194412
GCF_038380145.1	ASM3838014v1	Raoultella ornithinolytica	GCF_038380145.1-RS_2024_04_19	Complete Genome	2024-04-20	3.0	PRJNA1040447	SAMN38258759
GCF_005165545.1	ASM516554v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-05-06	7.0	PRJNA529054	SAMN11254543
GCF_033870295.1	ASM3387029v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-21	1.0	PRJNA1040351	SAMN38256471
GCF_019334445.1	ASM1933444v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-25	2.0	PRJNA746054	SAMN20179302
GCF_013457615.1	ASM1345761v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-22	1.0	PRJNA594540	SAMN13520756
GCF_036789295.1	ASM3678929v1	Raoultella ornithinolytica	GCF_036789295.1-RS_2024_04_05	Complete Genome	2024-04-05	8.0	PRJNA411762	SAMN22875531
GCF_036786095.1	ASM3678609v1	Raoultella ornithinolytica	GCF_036786095.1-RS_2024_04_05	Complete Genome	2024-04-05	8.0	PRJNA411762	SAMN22875523
GCF_036791365.1	ASM3679136v1	Raoultella ornithinolytica	GCF_036791365.1-RS_2024_04_05	Complete Genome	2024-04-05	8.0	PRJNA411762	SAMN22875475
GCF_013457875.1	ASM1345787v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-22	1.0	PRJNA594541	SAMN13520757
GCF_043509305.1	ASM4350930v1	Raoultella ornithinolytica	GCF_043509305.1-RS_2024_10_22	Complete Genome	2024-10-24	4.0	PRJNA935132	SAMN33298165
GCF_011149255.1	ASM1114925v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-03-11	1.0	PRJNA609711	SAMN14258453
GCF_905219255.2	AI2711v1_cp	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-22	4.0	PRJEB42440	SAMEA7853279
GCF_001866535.2	ASM186653v2	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-11-27	1.0	PRJNA350352	SAMN05938422
GCF_002214825.1	ASM221482v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-07-05	2.0	PRJNA385928	SAMN06909736
GCF_001455225.1	ASM145522v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-12-02	3.0	PRJNA304259	SAMN04296987
GCF_014171135.1	ASM1417113v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-21	6.0	PRJDB6962	SAMD00194637
GCF_027945845.1	ASM2794584v1	Raoultella ornithinolytica	GCF_027945845.1-RS_2024_05_11	Complete Genome	2022-12-21	6.0	PRJDB6962	SAMD00168436
GCF_037081915.1	ASM3708191v1	Raoultella ornithinolytica	GCF_037081915.1-RS_2024_04_05	Complete Genome	2024-04-05	5.0	PRJNA1082105	SAMN40199723
GCF_018966505.1	ASM1896650v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-19	2.0	PRJNA736526	SAMN19652012
GCF_041725675.1	ASM4172567v1	Raoultella ornithinolytica	GCF_041725675.1-RS_2024_09_04	Complete Genome	2024-09-04	3.0	PRJNA554399	SAMN43359353
GCF_021496525.1	ASM2149652v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-18	7.0	PRJNA636580	SAMN15079954
GCF_043508675.1	ASM4350867v1	Raoultella ornithinolytica	GCF_043508675.1-RS_2024_10_22	Complete Genome	2024-10-24	2.0	PRJNA935132	SAMN33298162
GCF_013425975.1	ASM1342597v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-20	1.0	PRJNA643785	SAMN15425329
GCF_034043555.1	ASM3404355v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-12-02	1.0	PRJNA1040337	SAMN38256365
GCF_900635915.1	36340_F01	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-20	1.0	PRJEB6403	SAMEA3251450
GCF_030062535.1	ASM3006253v1	Raoultella ornithinolytica	GCF_030062535.1-RS_2024_05_22	Complete Genome	2023-05-22	3.0	PRJNA527940	SAMN11164559
GCF_001700855.1	ASM170085v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-08-09	1.0	PRJNA254096	SAMN02900755
GCF_016653655.1	ASM1665365v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-01-17	3.0	PRJNA690633	SAMN17255686
GCF_016618175.1	ASM1661817v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2021-01-12	1.0	PRJNA634632	SAMN15002851
GCF_001723565.1	ASM172356v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2016-09-13	4.0	PRJNA294405	SAMN04025340
GCF_019431225.1	ASM1943122v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2021-08-01	1.0	PRJNA673240	SAMN16597849
GCF_015654305.1	ASM1565430v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-11-23	1.0	PRJNA673240	SAMN16597862
GCF_034043575.1	ASM3404357v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-12-02	1.0	PRJNA1040344	SAMN38256440
GCF_030717445.1	ASM3071744v1	Raoultella ornithinolytica	GCF_030717445.1-RS_2024_08_11	Chromosome	2023-08-12	5.0	PRJNA992249	SAMN36412010
GCF_016925155.1	ASM1692515v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2021-02-24	1.0	PRJNA668870	SAMN17917635
GCF_002635365.1	ASM263536v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-10-18	9.0	PRJNA231221	SAMN07312475
GCF_000367425.1	ASM36742v1	Raoultella ornithinolytica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2013-04-18	1.0	PRJNA187030	SAMN02603584
GCF_000783935.2	ASM78393v2	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-01-30	3.0	PRJNA231221	SAMN02934513
GCF_041002795.1	CXW225	Raoultella planticola	GCF_041002795.1-RS_2024_08_02	Complete Genome	2024-08-03	7.0	PRJNA1135755	SAMN42440417
GCF_041002845.1	CXW224	Raoultella planticola	GCF_041002845.1-RS_2024_08_02	Complete Genome	2024-08-03	7.0	PRJNA1135755	SAMN42440416
GCF_039519595.1	ASM3951959v1	Raoultella planticola	GCF_039519595.1-RS_2024_05_07	Complete Genome	2024-05-08	4.0	PRJNA1103345	SAMN41050904
GCF_011290675.2	ASM1129067v2	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-22	5.0	PRJNA609701	SAMN14258342
GCF_013462275.1	ASM1346227v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-22	4.0	PRJNA541791	SAMN11603266
GCF_029635815.1	ASM2963581v1	Raoultella planticola	GCF_029635815.1-RS_2024_04_11	Complete Genome	2023-04-10	5.0	PRJNA913290	SAMN32289991
GCF_022637595.1	ASM2263759v1	Raoultella planticola	GCF_022637595.1-RS_2024_04_05	Complete Genome	2022-03-21	1.0	PRJNA631893	SAMN26520703
GCF_019968885.1	ASM1996888v1	Raoultella planticola	GCF_019968885.1-RS_2024_05_13	Complete Genome	2021-09-14	13.0	PRJNA725976	SAMN18916998
GCF_033870315.1	ASM3387031v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-21	1.0	PRJNA1040401	SAMN38256646
GCF_019856295.1	ASM1985629v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-09-02	10.0	PRJNA757536	SAMN20966583
GCF_008694045.1	ASM869404v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-25	2.0	PRJNA566120	SAMN12780943
GCF_002635135.1	ASM263513v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-10-18	4.0	PRJNA231221	SAMN07312473
GCF_003699975.1	ASM369997v1	Raoultella planticola	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-10-18	9.0	PRJNA231221	SAMN07312474
GCF_036561945.1	ASM3656194v1	Raoultella scottia	GCF_036561945.1-RS_2024_08_05	Contig	2024-02-12		PRJNA955701	SAMN34185978
GCF_012029655.1	ASM1202965v1	Raoultella terrigena	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-04-04	1.0	PRJNA615066	SAMN14446261
GCF_030389145.1	ASM3038914v1	Raoultella terrigena	GCF_030389145.1-RS_2024_07_04	Complete Genome	2023-07-03	1.0	PRJNA898133	SAMN35711604
GCF_015571975.1	ASM1557197v1	Raoultella terrigena	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-18	3.0	PRJNA662792	SAMN16304043
GCF_902109485.1	39888_D01	Raoultella terrigena	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-06-18	1.0	PRJEB6403	SAMEA3468856
GCF_006113225.1	ASM611322v2	Salmonella bongori	GCF_006113225.1-RS_2024_07_17	Complete Genome	2020-05-27	1.0	PRJNA230403	SAMN07152238
GCF_006051015.1	ASM605101v2	Salmonella bongori	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-05-27	1.0	PRJNA230403	SAMN07151172
GCF_016653555.1	ASM1665355v1	Salmonella bongori	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-01-17	1.0	PRJNA688150	SAMN17169784
GCF_019356415.1	ASM1935641v1	Salmonella bongori	GCF_019356415.1-RS_2024_08_29	Complete Genome	2021-07-27	1.0	PRJNA230403	SAMN10870446
GCF_018338735.1	ASM1833873v1	Salmonella bongori	GCF_018338735.1-RS_2024_05_21	Complete Genome	2021-05-11	1.0	PRJNA186035	SAMN01933083
GCF_009648775.1	ASM964877v1	Salmonella bongori	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-11	1.0	PRJNA541970	SAMN01933083
GCF_000439255.1	ASM43925v1	Salmonella bongori	GCF_000439255.1-RS_2024_04_26	Complete Genome	2013-07-23	2.0	PRJNA168043	SAMN02603391
GCF_000252995.1	ASM25299v1	Salmonella bongori	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2011-07-06	1.0	PRJNA351	SAMEA3138409
GCF_014338425.1	ASM1433842v3	Salmonella bongori	GCF_014338425.1-RS_2024_05_30	Complete Genome	2021-05-21	1.0	PRJNA186035	SAMN03700895
GCF_000709535.1	ASM70953v1	Salmonella bongori	GCF_000709535.1-RS_2024_03_27	Complete Genome	2014-06-17	1.0	PRJNA214181	SAMN03081475
GCF_013138145.1	ASM1313814v1	Salmonella bongori	GCF_013138145.1-RS_2024_07_16	Complete Genome	2020-05-21	1.0	PRJNA230403	SAMN14832280
GCF_002211925.1	ASM221192v1	Salmonella bongori	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-06-30	1.0	PRJNA177621	SAMN04160809
GCF_003325215.1	ASM332521v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-07-17	4.0	PRJNA354244	SAMN06044987
GCF_003325035.1	ASM332503v1	Salmonella enterica	GCF_003325035.1-RS_2024_05_14	Complete Genome	2018-07-17	1.0	PRJNA354244	SAMN06045182
GCF_009729915.1	ASM972991v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-12-05	1.0	PRJNA231221	SAMN11056423
GCF_001831555.2	ASM183155v2	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-07	1.0	PRJNA186035	SAMN04961926
GCF_019339425.1	ASM1933942v1	Salmonella enterica	GCF_019339425.1-RS_2024_09_12	Complete Genome	2021-07-26	1.0	PRJNA681856	SAMN17316236
GCF_022533545.1	ASM2253354v1	Salmonella enterica	GCF_022533545.1-RS_2024_05_23	Complete Genome	2022-03-09	2.0	PRJNA811245	SAMN26317632
GCF_003325135.1	ASM332513v1	Salmonella enterica	GCF_003325135.1-RS_2024_05_14	Complete Genome	2018-07-17	4.0	PRJNA354244	SAMN06045123
GCF_006969245.1	ASM696924v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-07-15	1.0	PRJNA478522	SAMN09519168
GCF_041866875.1	ASM4186687v1	Salmonella enterica	GCF_041866875.1-RS_2024_09_09	Complete Genome	2024-09-10	1.0	PRJNA1150779	SAMN43296746
GCF_041930305.1	ASM4193030v1	Salmonella enterica	GCF_041930305.1-RS_2024_09_16	Complete Genome	2024-09-17	3.0	PRJNA1150779	SAMN43296742
GCF_041927305.1	ASM4192730v1	Salmonella enterica	GCF_041927305.1-RS_2024_09_16	Complete Genome	2024-09-17	4.0	PRJNA1150779	SAMN43296750
GCF_025311435.1	ASM2531143v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-20	3.0	PRJNA879268	SAMN30802443
GCF_024364845.1	ASM2436484v1	Salmonella enterica	GCF_024364845.1-RS_2024_08_11	Complete Genome	2022-07-21	4.0	PRJNA855361	SAMN29630085
GCF_025310955.1	ASM2531095v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-20	3.0	PRJNA879268	SAMN30802447
GCF_013161625.1	ASM1316162v1	Salmonella enterica	GCF_013161625.1-RS_2024_07_24	Complete Genome	2020-05-25	1.0	PRJNA632911	SAMN14927984
GCF_024364825.1	ASM2436482v1	Salmonella enterica	GCF_024364825.1-RS_2024_08_12	Complete Genome	2022-07-21	2.0	PRJNA855361	SAMN29629757
GCF_001831915.2	ASM183191v2	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-07	1.0	PRJNA186035	SAMN04961947
GCF_003325095.1	ASM332509v1	Salmonella enterica	GCF_003325095.1-RS_2024_05_14	Complete Genome	2018-07-17	6.0	PRJNA354244	SAMN06045068
GCF_027943645.1	ASM2794364v1	Salmonella enterica	GCF_027943645.1-RS_2024_06_06	Complete Genome	2022-12-11	2.0	PRJDB10937	SAMD00206786
GCF_001652385.2	ASM165238v2	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-07	2.0	PRJNA186035	SAMN03742073
GCF_003325055.1	ASM332505v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-07-17	5.0	PRJNA354244	SAMN06045172
GCF_034259085.1	ASM3425908v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-12-10	1.0	PRJNA1043843	SAMN38354716
GCF_008386295.1	ASM838629v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-16	2.0	PRJNA564521	SAMN12715008
GCF_035592515.1	ASM3559251v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-11	1.0	PRJNA1055297	SAMN38989046
GCF_041868605.1	ASM4186860v1	Salmonella enterica	GCF_041868605.1-RS_2024_09_09	Complete Genome	2024-09-10	1.0	PRJNA1150779	SAMN43296741
GCF_003325075.1	ASM332507v1	Salmonella enterica	GCF_003325075.1-RS_2024_05_14	Complete Genome	2018-07-17	4.0	PRJNA354244	SAMN06045239
GCF_003324975.1	ASM332497v1	Salmonella enterica	GCF_003324975.1-RS_2024_05_14	Complete Genome	2018-07-17	2.0	PRJNA354244	SAMN06045066
GCF_025311075.1	ASM2531107v1	Salmonella enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-20	2.0	PRJNA879268	SAMN30802446
